a,b,c,d,e,f,g,h,i,j,k,l,m
-0.729338491,-0.847861168,1.525590089,-0.74666222,0.418397205,2.969822837,1.075164219,-2.373929165,-1.913769561,2.48730773,-1.334691292,1.52474417,-1.027837613
0.631845785,-1.124166508,0.961477124,-0.077196625,2.211663099,-1.143832259,0.997630595,-0.660590168,0.751935221,-0.574172643,-0.661641588,-2.383206796,1.090980793
-3.998540429,0.104756595,2.586535021,-0.857212346,-1.10005657,0.979439218,0.36844332,-0.083482987,0.958556658,-2.223144818,2.204964758,-0.380287627,-1.480156982
-3.121803555,0.106465184,-1.226219295,0.893589193,0.008629582,0.217985014,0.857970621,-0.76145187,1.774654481,0.408145763,-0.009094148,-1.835464984,1.450291145
-2.277732442,0.116180017,-0.73497148,0.550020172,-1.595655513,1.384867548,-1.714657768,0.933592843,0.904208779,-1.193979677,-0.643588757,-0.039330587,-0.691398988
-4.043280381,1.232364565,1.530264066,0.681196647,0.811976277,1.5758831,-0.276628884,-0.762202702,-0.587515911,0.871803065,1.561377512,-0.891777598,-2.855688795
-0.468989532,-1.932397847,1.63557071,-1.526445978,1.43219093,2.14668067,1.662257758,-1.33273569,0.93875796,-1.015241436,-1.060157389,1.476383961,0.586522944
3.062481426,-1.018610286,-0.438983008,-2.80363855,0.851195807,-0.050554038,-0.091555164,2.535154457,3.25517539,1.070810862,-0.509155276,0.504816768,-1.906559741
1.204016704,-1.493411902,2.658451965,-1.836973551,-0.205136471,0.312950876,1.780061239,-0.542347028,0.277879988,-1.086081987,0.858829989,-1.176687044,-0.222703812
-0.649787585,0.123448481,-4.502472389,-1.433370426,-2.039359669,0.647056732,0.271712407,-0.680404411,-0.028391219,0.766746323,-0.024148006,3.795021234,2.659332906
-0.77481414,-0.264854394,-3.00031586,-1.477756855,-1.403645065,1.364068124,0.269936164,-2.263003757,1.755944346,0.013731632,0.221156063,2.794236023,0.56257592
0.887638369,-1.280246368,1.12585164,0.189447511,-1.839967311,-0.534955118,1.964082929,-1.101747111,1.486400235,-0.16687186,0.993176253,-0.197521703,1.377251508
-1.969958717,0.11017209,-0.47406437,0.106089621,-1.327675469,1.214846091,-1.867268865,-0.114875209,0.618319009,-1.475362608,-0.30139986,-0.333406773,-1.853337797
2.684770373,-1.897354185,0.967771448,0.151935353,-0.9732208,0.243163359,0.197634654,-0.595098947,-0.285497324,0.136656664,1.363446646,-0.938394544,0.82812136
1.162289413,-1.324370323,-1.120440778,2.969114625,0.648455845,-3.151248519,3.323055469,-0.636526238,1.095485818,-1.839193766,-2.156424386,-0.414004071,-1.736679373
-3.751552792,0.556907178,0.308101535,-0.972840574,1.384037724,-0.063945026,-0.019347175,-1.031977021,-1.99909146,-0.518779417,1.6264242,0.790859379,-2.309368189
2.023279296,-2.53588352,2.067158767,-0.341889879,-0.4351289,0.832835262,0.229088345,-0.992430445,1.685924292,-2.53848041,2.010291916,-0.896799541,-0.129864321
-0.601428928,-0.195278362,-1.256204672,0.789070773,-2.049326043,-0.46106101,-2.01940406,1.230299564,0.58933474,-1.526218266,-0.418148254,-1.682597082,-0.44572884
0.922332136,-1.348394477,3.322284866,-1.057448906,0.017984102,-0.100651792,0.866742804,-1.305250094,0.462535647,-0.26034627,1.169774108,0.876923156,-0.938107055
1.092437924,-2.689919363,0.40137146,4.692838861,-1.756251775,-0.653570593,1.982931367,-0.237774029,0.465738826,-0.053637144,-2.332932542,1.326042736,-1.171918997
-5.469533923,0.595968951,0.814265834,0.108716189,0.552234564,-0.810382785,0.432030418,-0.976223303,0.119438237,1.080640696,-1.869567102,-0.890258321,1.587227365
-1.673025483,0.379908107,-0.411210759,3.583994513,2.857872829,-0.568311074,-1.871365199,0.851710778,-1.280149816,-0.47968866,0.74533216,0.973050951,-0.907596375
-4.680342694,0.243875441,0.091000445,0.993505076,1.244826177,1.911725391,-0.468216985,-1.137116012,0.38468472,1.942524832,-1.618983139,-0.412937025,-0.86050568
-2.882058635,-0.456587683,-0.370985794,-0.890534291,-2.000230646,0.499115283,0.067056939,0.071968541,-0.352522562,-0.673802891,-0.62126708,0.903723289,1.095586944
0.549581374,-0.411945045,0.544278967,0.21336378,3.312870699,-0.446540857,-0.270487233,-0.551734955,-1.406162033,-0.268310339,1.968518332,1.14274591,-1.035166078
0.85381221,-1.98663945,0.936858522,0.771346082,-0.600298791,0.649578298,-2.439885178,-0.445719251,1.416388307,-2.681276002,0.082023686,-1.170036886,1.381098575
2.488574134,-0.925144844,-0.257292349,-0.727791693,0.695022016,0.03962483,-1.202591044,-0.467395534,-0.989010799,-0.845169514,-0.322890218,0.408965256,-0.64177023
-1.775308141,1.358601152,-4.031748763,-0.951584279,2.54505498,-1.321350526,0.397021731,-1.047727172,1.216135568,1.25952827,0.978324112,0.890647339,0.490124101
-2.314757008,0.154367144,0.23097604,-1.160531499,-3.056141426,-2.295643485,1.741678763,0.103066407,-0.066783866,-0.967066068,1.726630661,1.493350088,3.022270131
-4.598498054,1.031292288,-0.275502146,0.620133612,1.358875881,3.224734788,1.218320989,-0.318220457,0.563203344,0.477396258,-0.251415206,-0.735428984,0.393151093
0.084670812,-1.395627802,0.99872929,1.954273976,1.299741242,1.96881261,-2.399609462,-1.778831508,-2.497934426,0.685806056,1.554352136,3.349812963,-1.043061311
-2.10281569,0.368223404,-2.09883251,0.498935944,-1.667652517,1.215148026,-0.343480073,0.322675493,0.356321974,-1.817072397,1.492118312,0.175808053,-0.680476566
-5.574059146,0.743278489,0.791268744,-1.143511329,-0.039623622,-0.195669074,2.144508461,-1.650294406,0.875790688,0.727946072,-0.100660471,-0.534134934,1.354280925
-5.247134545,0.314080272,0.131971733,-0.629239597,-1.060433825,3.16528539,1.664823013,-2.564458268,-0.960588916,1.331204082,1.358891545,3.687563379,-0.71933313
-0.424124183,-1.048364139,2.243062708,-1.773731558,2.362395835,-0.492028508,2.563194111,-0.919644099,-2.958887741,2.063714943,-0.580557617,0.931677011,-0.562326154
-0.375528849,-2.424781321,0.250412027,4.918477456,-1.69243205,-2.394039765,1.400436458,0.639459744,0.866376113,-3.14049672,-1.45799667,0.404061413,-0.421849199
-4.780058586,0.627099517,-0.9192864,-0.037733886,0.6301132,1.964120479,3.93942866,-2.906093566,-2.51944653,4.386149148,2.192422597,2.161731394,0.641474462
-0.77100402,-1.638194159,2.358755124,0.289295865,2.555550971,1.089314636,2.555323707,-0.93571566,1.075980944,0.112169263,0.047537197,-2.056431976,0.000745752
-0.137883278,-1.558669771,2.583581042,-0.716867076,-0.556161393,0.939805152,0.420614434,-0.786254022,-1.090029009,0.121385604,-0.961541499,0.202019759,0.336856232
-2.599365982,1.040105612,-1.776649484,0.091288034,0.295502309,-0.164074087,1.810916142,0.5242822,0.70324714,-1.095034343,-0.452482583,-0.980379063,2.307982917
-3.375288676,1.165788681,-1.959781635,0.872038432,1.407471922,-0.221061192,-1.047967748,0.821222617,-1.250895665,-2.178204275,1.945154466,-0.351283824,-1.930024789
-2.401964789,-0.357992633,0.365488368,-0.044251444,-2.7077725,0.922230526,-0.79741373,-0.059894094,-0.852520965,1.071768832,-0.399706984,-0.753717839,-0.123908848
-3.618988665,0.262180227,-3.377064196,0.749215308,1.859016018,1.479509583,-0.571018491,-0.715461837,1.139343242,0.153869319,-0.560516723,-0.045212056,0.551199942
-2.921783927,1.107627782,-0.283427055,-1.285512317,-1.955914155,2.918387647,2.084948972,-2.474910551,-1.73800713,3.509592589,-0.115940794,1.222315975,-1.553242905
1.311573479,-0.704315533,-0.917284146,-2.074917649,2.838931176,-0.114636885,1.442937928,-1.163547618,0.106441892,1.171466411,-2.519864998,-1.14522545,1.191189073
-4.009724394,0.029064092,1.537209676,0.570390114,-0.142948344,0.266292442,2.077951079,-0.599013812,-1.126616995,0.246625287,2.324930338,-1.162064514,-1.909509897
0.397937009,-2.431542753,3.75434724,-0.920231427,0.024286236,1.074475345,-0.585894839,-0.527656167,0.24038698,-0.728126142,-0.595010048,0.23895534,-0.045658266
1.327938255,-1.011323049,0.535888521,-1.941093397,-0.3055295,0.453863826,1.251719186,-0.818465577,-1.218627415,-0.003695043,-0.461439361,0.303917815,0.860036487
-1.789689913,-0.273367443,0.701436205,-0.066667084,-2.488638707,1.454911387,0.025443559,0.609388644,0.04505127,-0.922613443,0.429110368,-1.293677123,-1.566058844
-2.737131802,6.457395722,2.117216722,1.802397475,0.560665435,1.087944569,-0.519815449,-4.850969048,0.533956021,4.811128879,-3.38896649,2.0949197,-2.031783704
-0.724436796,-0.091732809,-0.896317405,-0.827360201,-4.010739503,-0.165040736,2.049248219,0.136655274,-1.275371715,0.985824546,1.137446583,-0.069076843,0.461919639
-3.076061977,0.025043878,1.820682233,-0.543860443,-2.643974253,0.644257959,-0.70602253,0.494841351,0.319693279,-0.642184261,-0.981102383,-2.011680526,0.225470258
-1.804271848,-1.499246715,1.734758242,2.20178904,2.840119011,0.008049572,-0.77980565,0.652875199,0.379724844,3.310477216,1.745182543,0.982187115,-2.395429359
-3.310761327,0.362640277,0.880913549,-2.392760113,-0.681024644,0.272670948,-0.291319531,0.057553157,0.011355647,-0.385688108,-1.875512497,1.433461337,-0.867616842
0.353183465,0.063968792,0.845690436,-1.75372267,3.549817418,-3.799085627,1.880819338,-0.869221955,-3.534522634,-0.057131492,2.472226721,2.37213359,1.385797054
-0.697806125,-2.247981323,-0.118871726,3.997542184,0.602215119,-2.657186029,5.127281498,-1.355215249,0.865829169,1.29546063,-2.67527701,0.939720264,0.419159057
-3.196748911,3.24658676,0.659805706,-3.360384706,-0.994415314,0.06602235,1.945805615,0.060463552,-0.198830451,0.995406813,-1.076585431,-0.384155611,-1.990467201
0.91760765,0.563866831,-3.807842691,-1.072643537,-3.186198093,-1.278242545,-0.241810343,0.237994492,-2.118332806,1.152223917,-2.042670732,0.135162065,1.161415406
-2.358653151,1.293293586,-5.917480563,-0.090718626,1.265122109,0.911989184,0.440148297,-0.996208655,0.560196962,0.6718475,-0.510644848,0.718030439,1.165247389
-2.801276567,-0.127789802,0.135266059,-0.08347796,-2.417752462,-1.191685361,-0.204268129,0.900926661,-2.174861014,-0.02838493,-0.925785795,1.633796231,1.062853761
-3.568831277,0.454395004,-1.209889735,0.017952291,1.243952537,0.133153571,-0.944013579,-0.03076169,1.79009684,-0.483374131,-0.801879476,-1.763978314,-0.584836987
-5.08814837,0.920392099,1.637965207,-0.510661175,0.344629435,0.335887855,1.790570952,-0.601003214,1.464474533,0.772479686,-0.036767565,-2.721593574,-0.594825663
-0.91527633,-1.602415399,0.347849798,2.690309615,-3.794064009,-4.012667263,-3.989316333,0.019283662,0.081968324,-0.123959096,1.731156937,0.405926087,3.408586219
1.536580974,0.913570896,-3.815922749,0.363910789,-2.830603107,0.606437691,-0.514233191,0.075931686,1.20071956,-2.417427826,3.286904409,-1.418577481,-1.321575688
0.563788199,-0.762909082,-0.302338183,3.311275791,0.979868463,-2.531729988,3.451354611,0.027710919,1.072005289,-2.035844298,-3.776604434,-1.513002639,-2.009287253
1.422871635,-1.926245832,0.675038724,1.149775186,1.422917685,-0.975050035,0.055349074,-0.617890708,-1.67582998,0.886939113,2.301524947,-1.442953876,0.240368902
-4.492499637,-0.174844849,2.721496302,-1.316654315,-2.017253718,1.164238683,1.201392707,0.965192786,0.174241735,-2.829141865,0.390675595,1.104470789,1.963875449
-3.489451428,0.078409702,1.843376671,-2.706874062,-2.419747726,0.036418216,2.822071627,1.407755723,-0.281312163,-2.535390184,0.034683598,1.04099138,0.623263887
0.354644923,-2.308809495,0.351471391,3.431877162,-1.40337658,-0.901448777,3.372873918,0.493275011,0.703909954,-2.013988611,-2.511442526,0.242281642,-1.519258037
-4.597128026,0.136917142,1.229515868,-0.977310011,-0.908044865,-1.348026654,-0.402346037,0.847338412,-1.252516002,-1.729686659,0.172124426,1.69820465,1.563570554
-4.803096328,-0.287176322,-0.121490326,1.70589208,1.353823373,0.876833219,-1.239941073,-0.79933407,1.328234623,0.972731838,-0.803834823,-0.203679083,0.369177892
1.99372009,-0.596107034,-0.227074267,-0.446525353,0.892074098,-0.035938963,-0.291441645,0.02153155,0.060685992,-0.028351795,0.053140736,0.461848505,0.023437361
-0.797281396,-1.030669227,3.939517419,-1.478932269,0.757241041,0.649073106,0.007932992,-0.638135302,0.22024578,-0.958680265,-0.383960299,-0.097279302,0.624042709
-6.330173986,0.306114169,1.419056159,-0.230266818,0.711298253,1.158630389,2.176892837,-0.790076888,-1.845094368,1.615057973,1.429829781,1.038064392,-0.826987195
6.01287015,6.210054511,1.671166822,-0.697036008,-0.408282105,-1.922043163,-0.202320822,-1.931170856,0.679018658,0.835972644,-1.795708376,3.297994111,-0.537655014
2.384077985,-2.009843432,-0.280589836,0.019513656,1.276269648,-0.840377729,1.806859428,-2.094867998,0.550285158,2.138015277,1.646757896,-0.820048094,2.610029083
-3.097149533,0.510749827,-1.733387221,0.904097245,1.921368707,-1.537321106,-0.72156951,2.115050468,2.142345525,-0.245049649,4.494039863,-0.553872585,-1.708156799
-1.390246569,-0.121174667,-2.846637251,-0.83998389,-0.839170337,0.934405258,-0.931587471,-0.813142065,0.251704085,-0.835162701,1.066451105,2.241907354,-0.16513864
-3.141341408,-0.528448172,-1.525589464,0.707708866,-0.849123253,2.011131999,-1.573980811,-0.529266887,0.482615199,0.480763971,0.32720582,1.694611446,0.644953965
-4.547969894,0.945625644,0.526550406,0.634062232,0.753908885,-0.703268121,-0.174489513,0.18826029,-2.143735913,1.619175393,1.085367877,-0.353764093,-0.38821014
1.231826078,-1.376925336,1.843002993,-0.367862314,-0.258783912,0.011415481,-1.59850775,0.279759933,-0.248006567,-0.955434541,-1.513571144,-1.332333817,-0.660603768
-5.373305186,1.396912718,2.164932185,0.524542445,2.080267902,-1.836282821,0.953868049,-0.275794758,-1.744750381,-1.564628942,5.653888203,0.06699434,-2.144567507
3.279180042,2.914124449,2.301871991,1.816040761,-0.126785576,-1.670372606,0.301293287,-7.060005388,-0.550151912,3.312712564,3.919213933,-1.344290206,0.436093546
1.006978772,-1.889144152,-0.455983658,1.787904631,-1.839929606,-0.794026672,5.970650201,-1.348326664,1.168321382,-2.410295863,-0.323129103,1.921665145,0.390037226
0.19199066,2.854260766,-2.384146504,2.300758448,0.364348226,1.988298675,-0.397154668,4.197288229,2.253844907,6.651507014,-0.902748878,-1.183755192,3.661212487
-2.319741686,1.146507499,-2.517423189,-2.827152386,1.159265663,0.120181237,2.301616523,-0.40629343,0.292845212,0.339722824,-2.202802201,-0.543399694,0.718297883
-3.203910474,0.890178747,-1.099198864,1.581453416,0.324327895,1.120898339,0.902833882,-0.072668656,-1.065169549,-0.390866319,3.287402644,-1.21169047,-2.415381209
-0.354892712,-2.184341051,0.861485017,6.319019659,0.407098496,-3.956682029,1.793917673,0.181073305,-1.879893058,-1.510651855,1.16308831,0.015293825,-2.184420325
-6.035435896,0.507496573,2.324963068,0.507025135,1.283049275,2.204420755,0.366890215,-0.543456786,-1.130491239,1.842955095,0.757847345,-0.905761174,-2.411423994
2.149878926,5.34871222,-3.07011504,-0.204102328,0.393412904,1.57109284,2.050308004,3.576311329,-0.313506698,0.086324282,-0.729210546,-4.833890989,2.637285076
-0.208958968,0.591198562,-1.310124647,-0.85455606,-3.078214478,-1.423825444,-0.381822235,1.206187294,-1.001459575,0.24025341,-0.950453412,-1.262062326,-0.777803546
-2.518397921,0.05311905,-2.744285457,0.916141909,2.062373149,1.61289524,-0.978677991,0.390619502,1.33533359,-0.962789,-0.078993875,-0.814827194,-0.148741942
-0.108182941,-0.276800666,-0.016175862,0.299446341,-2.98107166,-1.619855894,-2.108632673,0.104925063,0.332675466,1.849212504,0.55863785,-0.571989214,-1.07466864
-0.193321039,0.067928269,-2.643762875,-1.082959822,-2.207317919,-1.565185449,-0.259707441,3.585465134,0.869232272,2.557709344,0.316191203,0.63483696,1.178669038
-4.2762384,0.648737494,-0.064663379,-2.533958756,1.036638864,-1.81540585,3.193253077,-0.869619666,1.146601435,-0.385942933,-0.044004893,-0.6909448,2.090414883
-3.935708971,1.807685873,-1.671062756,-1.724831504,1.657336327,-1.100381936,1.857832881,-0.826284729,-0.817103107,0.001600702,0.527889171,-0.060239884,0.726226604
-3.607980078,-0.009384087,-2.180333134,1.621671594,1.983491646,-0.38735247,-2.123791517,-0.482138986,1.28477015,-2.293471804,0.347275073,0.189688368,0.733785139
2.864679355,3.529531295,3.11841813,0.408172478,0.237338723,0.237915167,-0.532623192,-6.119607006,0.675277086,1.858062009,1.85125654,0.471391046,-0.767077292
-1.569006335,-0.496291096,0.771550559,-0.34864625,-1.473224492,1.350589973,-0.937821783,1.498711523,-0.911236478,-1.059399328,0.229636672,1.345265706,-1.177275921
-0.545789335,-0.099875984,-1.533921606,-1.613179324,-2.819899896,0.900646076,0.99848448,-0.116980693,0.575998195,-1.39261033,1.206968171,-0.507127369,1.887589801
0.513165073,-1.569256551,2.370914876,0.233370598,-0.278008068,0.603398526,0.276656562,-0.891811836,-0.267787699,-0.931600345,2.13677543,0.06399839,0.420409339
-1.657419801,2.920441938,-1.828651599,-3.781115067,1.390518921,-1.466535431,3.185698561,-0.528602216,1.562772555,-1.617177112,-1.137578822,-0.390542649,0.154586699
2.838840111,-1.598191662,-0.76849216,-1.141518585,-0.118819416,1.387329189,1.035958136,-1.243652458,0.547998231,-0.750271847,1.022727156,0.417300555,0.897987036
1.817378533,-1.708031786,0.572481368,-0.314645439,-1.25580576,1.495379725,0.300892933,-1.416240773,-0.332020733,-0.062892738,1.430377414,-0.199462994,0.262133974
0.198257388,1.347765672,-5.442327552,-0.878359136,-0.020471918,0.737981868,-0.52533237,2.064742236,3.051106359,-1.462114781,1.065628536,0.724350409,-1.811988375
-3.454039255,0.678495577,1.00292956,1.187609469,0.378044095,1.94687029,0.706338238,0.342987851,-1.197082942,0.437116458,1.275993431,-0.289221392,-0.859751395
-2.488649077,-0.346713178,-0.562432026,1.595198815,3.278288669,2.72786075,0.257623339,-0.935031006,1.762981749,0.20499346,-0.306045695,-0.705593031,-0.655191926
-1.203368267,-1.720103233,2.330200485,-0.545719201,2.954058801,0.799489803,1.035632317,-1.401927794,-0.637287631,0.981020168,-3.021798992,-0.268735848,0.895226864
-4.702469916,0.224586742,0.459095502,0.328660176,1.442983444,-0.322765489,-0.435163621,0.23970108,1.656486581,-1.64504248,-1.340817809,-1.850717972,0.093858095
-0.016978298,-0.769929535,-1.453759139,-0.506450644,4.63556916,1.192298472,-0.611364477,-0.810802924,1.277250563,-1.788533098,-1.424100194,-0.713840732,-0.843006183
-1.615881843,-0.253861433,-2.059744034,0.861585425,-2.757326081,0.501380568,-1.510010153,-1.175390885,-0.798941664,1.37237066,-0.812391635,1.500519094,0.501233022
-3.094623541,-0.158637997,-3.682670387,1.537043024,1.526442297,0.305217891,-2.032820607,-0.264072976,0.816696347,-1.442558532,-0.672343783,-0.168827063,1.644609546
-1.362507032,0.837496491,-5.612165168,-0.3137674,0.94683347,1.353356946,0.296536558,-1.45496503,2.098730247,0.985328453,0.06125746,-1.907098617,0.898412557
-2.484537525,0.247672597,-1.245931078,0.388521634,-1.337126847,0.996223753,-1.712982354,-0.548523333,-0.141631158,-0.346816427,-0.071939874,0.866170018,-1.18240383
-0.533634116,-1.495347951,-1.272949556,-0.1875921,-1.145687118,1.069945011,0.333483669,2.544551201,3.934863931,7.892102634,2.612494338,4.406182345,-1.355906669
2.622910738,11.965521,3.626141234,6.717977013,0.7514061,4.871894569,-1.685018378,1.900854192,-0.369583864,1.057526262,-1.371107764,3.695705172,1.278353319
-0.860021256,0.112372257,-3.668754435,-0.687499195,-1.670606795,1.46467873,-0.797958117,-0.440088108,0.59495762,1.084347241,-0.356719207,-0.051311596,0.580112853
3.010347682,-1.343325288,-0.894116095,0.569333963,0.326640515,0.692048556,-1.758973011,-1.043368804,-0.923484703,-0.286248696,-0.036678041,0.065784549,-0.567827356
-5.705644918,-0.067495262,0.345746943,0.639953078,0.462989186,1.608994049,-0.743733711,-0.724178618,-1.346165298,0.426259336,1.172688223,3.490128307,-0.979394425
-2.375316929,1.111704048,-3.212947215,-1.235980237,0.851393214,-1.922784747,-0.16804477,-0.150731413,0.968884966,-0.790884768,-1.076501296,-0.357566141,0.661351009
-3.973559745,-0.114263807,0.502760048,1.148340604,-1.431729424,2.286013558,-1.712587714,-0.918384114,0.664047543,0.191091958,-0.198674533,0.581220118,-1.266705237
-4.001598502,-0.630651735,0.953306598,1.383854048,-1.27249022,1.483786447,-1.786955737,-0.478371374,0.666518876,0.121099647,0.151929396,0.227319005,-0.717228326
-2.142804942,2.793774154,-0.329620818,3.489394009,1.554263502,2.035815101,-1.458014763,4.422253259,-2.874474848,-0.371991062,1.716566877,0.634778469,2.719437998
1.142546364,-2.514501811,2.075370998,0.853855907,-0.416118771,2.179632972,-0.068912882,0.48305805,0.680926679,-0.741702962,-0.233420565,-0.964081783,0.276515378
0.513549273,-1.906322282,2.326963353,-0.746398705,-0.187391958,2.442284151,-0.500468073,-0.741666628,0.30542217,-0.872225263,-1.08240725,-0.740767632,0.303583937
-4.55757113,-0.33754493,1.575720473,-0.055110623,4.969276649,0.960845595,3.069663089,2.842556828,2.433001995,2.186884386,5.254150016,3.973383944,-1.765569474
-5.007986961,1.360828606,1.353585636,-0.399150758,1.27457023,-3.481283423,0.993353412,0.220961737,-1.686108151,0.069106026,3.649892506,0.075329647,1.082969471
0.922794861,-1.208859397,0.956146967,-1.5445243,0.665941878,0.85164254,-0.499848344,-0.360780548,0.210580539,-0.844219841,-1.459333023,0.057322015,-0.495996598
-2.85334724,-0.066223413,0.223542324,-0.912589208,-1.153275979,0.652929217,-0.713977469,-0.103679797,0.086236546,-0.599459768,0.03594854,0.93211314,-0.133893153
-3.297966122,-0.057923799,-0.52186862,0.076575904,0.277126011,-0.409385765,0.466398966,-0.294198145,0.377050025,1.374989927,-1.248930487,-1.036469715,0.206209782
-0.690679086,-1.848032716,3.734607439,-0.725935413,0.258989765,1.178341616,-0.243275039,-1.195316013,-0.451824167,0.064877464,-0.877838779,1.319747374,-0.873314839
-3.698980324,0.009475753,-1.748303809,0.840258823,-0.429468141,0.991765352,-1.818856749,-0.289784922,0.406306384,-2.060299909,0.113812941,1.998019801,-0.408703867
1.006226227,-2.093387959,-0.252053871,-0.034569765,0.274537417,-1.067036821,-0.744854945,-0.828236838,-0.993376647,-0.045823848,-0.93403273,2.01486059,2.336036729
0.469714784,-0.558449864,0.144597046,0.86736098,2.307723444,-0.977677415,0.287126478,-0.578339028,1.034579994,-2.192782245,-0.132389136,-2.247537341,0.309288277
-5.191429657,1.135681498,0.524742813,-0.783067358,1.085285274,0.061736521,0.949886763,-0.210571379,0.947093178,0.141864773,-1.766224572,-1.794010777,-1.03413757
1.279432582,-0.863295404,-0.461588869,-1.266472093,1.547429525,3.421511729,-0.798693019,-0.859251471,1.574968133,-2.271737504,-1.090646356,-0.266371353,-2.726148616
-2.899830829,0.2262441,0.608096366,-1.212593817,-2.286090037,2.569817006,0.688668643,-1.085810762,-0.152721434,2.227302414,-1.07363429,-0.020630897,-1.724176585
-2.263719901,-0.456771655,-0.477692144,0.339372621,-0.807582294,0.998738639,-1.703552147,-0.277056069,1.051559253,-0.605475543,0.484776022,0.414386931,-0.525846437
-0.677820107,0.17519386,-0.093824505,-2.038060311,4.81019599,-0.252753225,1.90300615,-0.190277279,-2.642212808,-1.944424454,0.811350061,1.667563896,-0.519896636
0.839277127,-2.406326121,4.369041319,1.351207113,-2.609165845,-0.100960226,0.041503738,0.44282546,0.69360193,-0.714886714,1.675240969,-1.539064482,3.398083613
-2.669404024,0.071876875,-1.013799296,-1.116654645,-1.974331944,1.308424516,0.634559357,0.457601522,-0.288201573,-2.212278182,0.485780466,1.906669259,0.374524476
-5.844700501,1.356850469,0.429023559,-4.020940682,2.098246673,-0.288604516,3.686142443,-0.738510373,0.115474427,0.137500356,-1.892788893,1.454311176,2.904038721
0.239939729,-0.916433269,0.728101104,-0.900962225,0.954960512,0.389422838,-0.071793349,-0.934940708,-1.656753889,-0.503123016,-0.320798738,1.72740685,-1.176255101
-1.92127386,1.887978668,-0.535972373,-3.600267189,-1.376208121,-2.552073013,1.865482838,0.666568114,-2.25988211,1.031628105,-2.452181901,1.069318121,1.005051076
-3.661566723,0.176105514,0.349324149,0.42816467,-0.991330591,0.334538991,0.771427344,-0.95218648,-1.959727601,3.579366806,0.257975491,-0.242659886,-0.010749219
1.3079757,0.517644049,-1.414115215,-1.042230039,3.526704582,-2.038386673,0.76972963,1.645398992,2.128972388,0.075792169,-0.955195211,-1.362679455,-0.159435727
3.167768045,-0.784545042,-3.271076686,-0.041140796,0.206931386,-2.128842178,-2.68445224,-0.988110528,-0.262461917,0.07491227,-0.660016286,1.887489655,3.77035573
-3.15505302,-0.702553796,1.270871654,1.183485588,4.504534354,4.708951161,1.183159304,-2.836438686,-3.27076971,2.634597849,2.827227998,2.405918094,-2.352491411
2.037062822,-0.46869721,-1.202015851,-0.071311137,2.381066001,-0.182452335,1.042145265,-1.593121152,-0.473955177,0.960933761,0.305843587,-1.275908503,0.212381575
-0.304609666,-1.2404904,-0.401399296,-1.017370705,0.672626671,0.823449118,1.345480358,-1.42634843,0.801318172,-1.243375882,0.856362916,1.769968005,1.943645036
-4.044629075,0.223004809,0.98559879,0.229971695,-2.210189419,2.722060019,-0.168329874,-0.550481769,0.877837086,0.771751372,-1.087114812,0.307219559,-1.053006343
1.046908407,-1.580801291,2.650495401,-1.074659506,-0.441514011,-0.022977811,-0.28573242,-0.850298904,0.325205699,-0.760471329,-1.132024466,0.124524902,0.536758852
-4.301079673,0.577782493,-0.084917188,-0.378842047,1.095828999,2.398878448,2.016028895,-2.098217196,0.824743817,3.32667507,-1.722285825,-1.046016291,-0.024573976
1.069735618,1.656163457,3.74674915,-0.638157099,0.387452546,3.508388563,1.987205758,2.428229539,-0.383829501,-0.242782669,-0.390497297,-0.48946562,2.970131289
3.5983426,-0.940669513,-2.807918364,-0.016467913,3.245662783,-3.517854874,-1.644057208,2.30069788,2.01556623,3.264395982,1.011991499,0.517246197,0.726050852
-6.330074533,0.959984119,0.850797802,-0.884656303,1.950775642,1.822577374,1.449955367,-2.003987293,-0.53054108,1.02320214,0.10923147,0.199435355,-0.980111447
-1.855296257,0.606690441,-2.738008738,0.090733178,-0.795585539,3.52120819,-0.802440619,-0.608210104,0.640205908,0.623602755,-0.648884063,0.965226217,-1.74843923
0.407082828,-2.772666937,1.65434672,4.476768131,-2.589656923,-0.166177844,3.432145102,0.457271855,0.606227321,-0.480692406,-2.976011839,-0.004837813,-1.566020798
0.964651237,-1.951805051,2.333354324,-0.358291741,0.403646643,0.553625305,-1.436292015,-0.093027146,0.480484615,-2.044364611,-0.642351625,-1.145798939,-0.484508812
0.434038153,3.89143221,-1.481340124,1.857469619,2.233178922,3.845223752,1.86366758,1.071804149,1.433479614,4.017942361,-2.189006235,-2.313713021,4.050924448
-1.430569725,0.487413732,-0.656819907,-0.519952763,-2.276799404,0.4820224,0.212005782,-0.416423121,1.877820256,-1.177613475,0.789128611,-1.652044782,-1.466888476
-3.306249849,0.33780033,-2.362364208,0.755410338,1.054012143,-1.809973951,-1.834284961,0.146737722,-0.193304889,0.06344815,-0.753195397,-0.586160391,1.616381627
0.702701364,1.203925132,0.662495561,8.496022941,0.746413159,1.889346923,3.063857449,2.719567959,-0.127540427,0.263749689,-1.958958546,-2.896594014,1.564351877
0.716378356,0.760585032,-1.84092503,-2.155462344,-3.882284073,-0.98253505,1.653599423,0.287688599,-0.974116929,1.981061235,0.205499355,-0.875727455,0.266807095
-2.173477917,0.52001245,0.869405774,-0.653612685,0.591480816,-1.351488596,-1.072357881,1.077380403,-0.19982444,-1.944322258,1.541055411,-2.492345469,-2.629445866
